id,SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,DKFPS
1,22016,201939,0021601229,"APR 12, 2017","GSW vs. LAL",W,28,6,17,0.353,5,14,0.357,3,4,0.75,0,5,5,8,2,0,6,1,20,27,1,41.75
2,22016,201939,0021601211,"APR 10, 2017","GSW vs. UTA",L,30,9,16,0.563,6,8,0.75,4,5,0.8,1,3,4,4,1,0,1,1,28,9,1,43.5
3,22016,201939,0021601171,"APR 05, 2017","GSW @ PHX",W,35,15,25,0.6,8,12,0.667,4,7,0.571,0,4,4,11,2,2,3,0,42,25,1,75.5
4,22016,201939,0021601162,"APR 04, 2017","GSW vs. MIN",W,30,7,18,0.389,3,8,0.375,2,4,0.5,0,3,3,9,3,2,3,2,19,13,1,46.25
5,22016,201939,0021601152,"APR 02, 2017","GSW vs. WAS",W,36,15,22,0.682,9,14,0.643,3,3,1,0,1,1,8,1,0,1,3,42,26,1,61.25
6,22016,201939,0021601136,"MAR 31, 2017","GSW vs. HOU",W,35,8,18,0.444,4,9,0.444,4,5,0.8,3,4,7,5,2,0,2,4,24,14,1,45.25
7,22016,201939,0021601118,"MAR 29, 2017","GSW @ SAS",W,35,9,20,0.45,4,8,0.5,7,7,1,1,3,4,11,1,0,2,5,29,6,1,55
8,22016,201939,0021601108,"MAR 28, 2017","GSW @ HOU",W,33,11,22,0.5,3,11,0.273,7,10,0.7,2,8,10,7,2,0,6,5,32,9,1,59
9,22016,201939,0021601094,"MAR 26, 2017","GSW vs. MEM",W,36,8,18,0.444,5,12,0.417,0,0,0,0,1,1,11,4,0,5,1,21,8,1,48.25
10,22016,201939,0021601081,"MAR 24, 2017","GSW vs. SAC",W,33,9,18,0.5,5,11,0.455,4,4,1,1,6,7,12,6,0,3,0,27,28,1,68.25
11,22016,201939,0021601055,"MAR 21, 2017","GSW @ DAL",W,30,7,14,0.5,3,9,0.333,0,0,0,1,4,5,9,2,0,0,1,17,14,1,42.25
12,22016,201939,0021601049,"MAR 20, 2017","GSW @ OKC",W,30,8,17,0.471,7,12,0.583,0,0,0,0,4,4,6,0,0,5,3,23,16,1,38
13,22016,201939,0021601035,"MAR 18, 2017","GSW vs. MIL",W,30,9,13,0.692,6,8,0.75,4,4,1,0,4,4,4,1,1,3,3,28,18,1,44.5
14,22016,201939,0021601019,"MAR 16, 2017","GSW vs. ORL",W,28,8,15,0.533,2,7,0.286,7,7,1,0,1,1,9,3,0,2,1,25,24,1,45.75
15,22016,201939,0021601003,"MAR 14, 2017","GSW vs. PHI",W,37,8,23,0.348,5,13,0.385,8,8,1,2,4,6,5,3,0,5,3,29,3,1,50
16,22016,201939,0021600968,"MAR 10, 2017","GSW @ MIN",L,35,10,27,0.37,1,8,0.125,5,5,1,3,3,6,7,1,0,6,4,26,-5,1,43.5
17,22016,201939,0021600959,"MAR 08, 2017","GSW vs. BOS",L,35,8,16,0.5,2,9,0.222,5,5,1,3,2,5,6,0,1,4,4,23,-3,1,39.25
18,22016,201939,0021600937,"MAR 06, 2017","GSW @ ATL",W,35,8,20,0.4,6,15,0.4,2,3,0.667,1,3,4,9,0,0,2,4,24,5,1,44.5
19,22016,201939,0021600928,"MAR 05, 2017","GSW @ NYK",W,37,11,24,0.458,5,13,0.385,4,6,0.667,2,6,8,6,2,0,2,2,31,22,1,55.5
20,22016,201939,0021600906,"MAR 02, 2017","GSW @ CHI",L,35,10,27,0.37,2,11,0.182,1,1,1,1,5,6,5,5,0,4,4,23,-4,1,47
21,22016,201939,0021600889,"FEB 28, 2017","GSW @ WAS",L,34,9,20,0.45,2,9,0.222,5,6,0.833,4,3,7,4,2,0,5,3,25,-5,1,42.25
22,22016,201939,0021600883,"FEB 27, 2017","GSW @ PHI",W,35,7,23,0.304,0,11,0,5,5,1,2,2,4,6,2,0,4,2,19,8,1,35
23,22016,201939,0021600873,"FEB 25, 2017","GSW vs. BKN",W,35,9,21,0.429,5,10,0.5,4,4,1,1,4,5,5,3,0,4,2,27,17,2,47.25
24,22016,201939,0021600854,"FEB 23, 2017","GSW vs. LAC",W,32,10,16,0.625,6,10,0.6,9,10,0.9,1,6,7,5,4,0,4,5,35,26,1,60.25
25,22016,201939,0021600847,"FEB 15, 2017","GSW vs. SAC",W,30,4,14,0.286,2,8,0.25,3,4,0.75,0,6,6,9,0,2,3,2,13,23,1,37.5
26,22016,201939,0021600827,"FEB 13, 2017","GSW @ DEN",L,27,4,18,0.222,1,11,0.091,2,2,1,1,1,2,5,1,0,1,1,11,-24,1,23
27,22016,201939,0021600813,"FEB 11, 2017","GSW @ OKC",W,34,9,19,0.474,4,11,0.364,4,4,1,3,5,8,9,2,0,0,2,26,16,1,55.5
28,22016,201939,0021600803,"FEB 10, 2017","GSW @ MEM",W,35,6,13,0.462,2,6,0.333,4,5,0.8,0,4,4,5,0,0,3,3,18,15,1,30
29,22016,201939,0021600792,"FEB 08, 2017","GSW vs. CHI",W,28,5,11,0.455,1,4,0.25,2,2,1,0,1,1,6,1,0,2,4,13,20,1,24.75
30,22016,201939,0021600764,"FEB 04, 2017","GSW @ SAC",L,42,11,20,0.55,8,14,0.571,5,6,0.833,0,4,4,9,3,0,3,2,35,4,1,62
31,22016,201939,0021600745,"FEB 02, 2017","GSW @ LAC",W,37,11,23,0.478,3,10,0.3,4,4,1,1,2,3,11,3,0,4,1,29,13,1,56.25
32,22016,201939,0021600741,"FEB 01, 2017","GSW vs. CHA",W,30,14,20,0.7,11,15,0.733,0,0,0,1,4,5,8,3,0,1,2,39,25,1,69.75
33,22016,201939,0021600707,"JAN 28, 2017","GSW vs. LAC",W,29,15,23,0.652,9,15,0.6,4,4,1,0,9,9,6,0,0,2,1,43,42,1,66.75
34,22016,201939,0021600687,"JAN 25, 2017","GSW @ CHA",W,36,11,23,0.478,6,12,0.5,0,0,0,0,2,2,7,1,1,4,2,28,0,1,46
35,22016,201939,0021600668,"JAN 23, 2017","GSW @ MIA",L,37,7,19,0.368,3,9,0.333,4,5,0.8,0,9,9,8,0,1,4,2,21,1,1,45.75
36,22016,201939,0021600661,"JAN 22, 2017","GSW @ ORL",W,30,8,15,0.533,7,13,0.538,4,4,1,1,3,4,6,0,0,3,2,27,32,1,43
37,22016,201939,0021600646,"JAN 20, 2017","GSW @ HOU",W,33,8,18,0.444,5,11,0.455,3,5,0.6,0,1,1,7,1,0,1,1,24,15,1,39.75
38,22016,201939,0021600634,"JAN 18, 2017","GSW vs. OKC",W,34,9,19,0.474,2,6,0.333,4,4,1,0,4,4,8,3,0,3,0,24,19,1,46.5
39,22016,201939,0021600619,"JAN 16, 2017","GSW vs. CLE",W,31,7,20,0.35,5,12,0.417,1,2,0.5,0,2,2,11,4,0,3,2,20,23,1,49.5
40,22016,201939,0021600590,"JAN 12, 2017","GSW vs. DET",W,30,9,17,0.529,3,9,0.333,3,3,1,0,2,2,7,5,0,8,0,24,32,1,44.5
41,22016,201939,0021600578,"JAN 10, 2017","GSW vs. MIA",W,36,8,21,0.381,4,11,0.364,4,5,0.8,1,7,8,9,1,1,3,0,24,18,1,52
42,22016,201939,0021600566,"JAN 08, 2017","GSW @ SAC",W,37,11,22,0.5,5,11,0.455,3,3,1,2,2,4,6,2,0,4,3,30,14,1,48.5
43,22016,201939,0021600550,"JAN 06, 2017","GSW vs. MEM",L,42,15,27,0.556,5,13,0.385,5,5,1,0,3,3,6,1,1,4,2,40,-10,1,57.25
44,22016,201939,0021600534,"JAN 04, 2017","GSW vs. POR",W,36,12,25,0.48,5,13,0.385,6,8,0.75,1,6,7,5,1,0,5,1,35,6,1,53.25
45,22016,201939,0021600520,"JAN 02, 2017","GSW vs. DEN",W,35,8,18,0.444,3,9,0.333,3,3,1,0,3,3,5,0,0,3,2,22,7,1,33.25
46,22016,201939,0021600501,"DEC 30, 2016","GSW vs. DAL",W,30,5,12,0.417,3,6,0.5,1,1,1,0,4,4,5,1,0,1,2,14,14,1,29.5
47,22016,201939,0021600485,"DEC 28, 2016","GSW vs. TOR",W,36,9,18,0.5,3,6,0.5,7,7,1,1,6,7,7,0,0,2,3,28,27,1,47.75
48,22016,201939,0021600457,"DEC 25, 2016","GSW @ CLE",L,37,4,11,0.364,2,7,0.286,5,6,0.833,0,3,3,3,3,0,3,4,15,-1,1,28.75
49,22016,201939,0021600446,"DEC 23, 2016","GSW @ DET",W,35,7,16,0.438,5,10,0.5,6,6,1,0,3,3,8,2,0,5,1,25,6,1,44.75
50,22016,201939,0021600437,"DEC 22, 2016","GSW @ BKN",W,33,6,19,0.316,3,13,0.231,0,0,0,0,2,2,7,5,0,2,5,15,25,1,38.5
51,22016,201939,0021600427,"DEC 20, 2016","GSW vs. UTA",W,30,8,18,0.444,4,9,0.444,5,5,1,0,3,3,4,3,0,0,0,25,27,1,42.75
52,22016,201939,0021600405,"DEC 17, 2016","GSW vs. POR",W,27,6,11,0.545,5,8,0.625,2,2,1,0,3,3,6,0,0,3,3,19,21,1,32.75
53,22016,201939,0021600388,"DEC 15, 2016","GSW vs. NYK",W,34,3,14,0.214,2,8,0.25,0,0,0,1,9,10,8,1,0,3,0,8,20,1,34
54,22016,201939,0021600371,"DEC 13, 2016","GSW @ NOP",W,34,11,23,0.478,5,9,0.556,3,4,0.75,2,2,4,7,1,0,2,2,30,4,1,49
55,22016,201939,0021600358,"DEC 11, 2016","GSW @ MIN",W,32,6,13,0.462,2,5,0.4,8,8,1,1,3,4,9,1,0,0,3,22,-4,1,43.5
56,22016,201939,0021600351,"DEC 10, 2016","GSW @ MEM",L,31,4,14,0.286,3,11,0.273,6,6,1,2,6,8,3,0,0,4,3,17,-24,1,31
57,22016,201939,0021600335,"DEC 08, 2016","GSW @ UTA",W,36,7,16,0.438,3,9,0.333,9,9,1,0,5,5,2,2,0,3,2,26,10,1,39.25
58,22016,201939,0021600330,"DEC 07, 2016","GSW @ LAC",W,33,7,16,0.438,0,8,0,5,5,1,0,4,4,6,7,0,3,3,19,18,1,45.5
59,22016,201939,0021600314,"DEC 05, 2016","GSW vs. IND",W,29,4,10,0.4,2,7,0.286,3,4,0.75,0,4,4,11,2,1,0,4,13,24,1,43
60,22016,201939,0021600299,"DEC 03, 2016","GSW vs. PHX",W,30,10,15,0.667,5,7,0.714,6,6,1,0,2,2,1,1,0,3,2,31,15,1,38
61,22016,201939,0021600281,"DEC 01, 2016","GSW vs. HOU",L,38,9,22,0.409,4,13,0.308,6,6,1,1,2,3,5,3,1,5,6,28,10,1,46.75
62,22016,201939,0021600259,"NOV 28, 2016","GSW vs. ATL",W,38,6,17,0.353,4,11,0.364,9,11,0.818,0,3,3,3,2,0,3,2,25,6,1,37.75
63,22016,201939,0021600244,"NOV 26, 2016","GSW vs. MIN",W,37,13,19,0.684,4,8,0.5,4,4,1,1,7,8,6,1,0,6,4,34,16,1,54
64,22016,201939,0021600238,"NOV 25, 2016","GSW @ LAL",W,36,8,17,0.471,4,10,0.4,4,4,1,2,3,5,5,3,0,3,1,24,14,1,44.25
65,22016,201939,0021600223,"NOV 23, 2016","GSW vs. LAL",W,29,11,18,0.611,7,12,0.583,2,2,1,0,5,5,9,1,0,1,1,31,32,1,55.75
66,22016,201939,0021600202,"NOV 21, 2016","GSW @ IND",W,29,6,11,0.545,2,6,0.333,8,8,1,2,4,6,6,1,0,1,1,22,34,1,41
67,22016,201939,0021600191,"NOV 19, 2016","GSW @ MIL",W,35,7,21,0.333,1,11,0.091,5,5,1,0,5,5,5,1,0,3,4,20,1,1,34.75
68,22016,201939,0021600179,"NOV 18, 2016","GSW @ BOS",W,36,7,20,0.35,2,10,0.2,0,0,0,0,3,3,8,4,1,2,4,16,19,1,41.75
69,22016,201939,0021600165,"NOV 16, 2016","GSW @ TOR",W,37,10,19,0.526,3,9,0.333,12,13,0.923,2,1,3,7,1,0,3,3,35,5,1,51.25
70,22016,201939,0021600143,"NOV 13, 2016","GSW vs. PHX",W,37,9,17,0.529,5,9,0.556,7,7,1,0,6,6,6,2,0,3,2,30,22,1,51.5
71,22016,201939,0021600119,"NOV 10, 2016","GSW @ DEN",W,30,10,17,0.588,7,13,0.538,6,6,1,1,4,5,6,1,0,4,1,33,27,1,51.75
72,22016,201939,0021600116,"NOV 09, 2016","GSW vs. DAL",W,31,8,12,0.667,4,8,0.5,4,4,1,0,3,3,6,1,0,5,1,24,17,1,38.25
73,22016,201939,0021600099,"NOV 07, 2016","GSW vs. NOP",W,36,16,26,0.615,13,17,0.765,1,2,0.5,3,2,5,5,2,0,4,2,46,7,1,69.75
74,22016,201939,0021600078,"NOV 04, 2016","GSW @ LAL",L,31,5,17,0.294,0,10,0,3,3,1,0,8,8,10,2,1,2,3,13,-5,1,44.5
75,22016,201939,0021600069,"NOV 03, 2016","GSW vs. OKC",W,30,6,14,0.429,2,6,0.333,7,8,0.875,0,1,1,7,2,1,1,1,21,17,1,39.25
76,22016,201939,0021600054,"NOV 01, 2016","GSW @ POR",W,29,10,21,0.476,5,10,0.5,3,4,0.75,1,3,4,3,1,0,4,3,28,24,1,40
77,22016,201939,0021600036,"OCT 30, 2016","GSW @ PHX",W,34,9,17,0.529,5,8,0.625,5,5,1,0,1,1,3,0,0,1,5,28,2,1,35.75
78,22016,201939,0021600025,"OCT 28, 2016","GSW @ NOP",W,34,8,19,0.421,4,10,0.4,3,4,0.75,1,0,1,8,1,0,4,3,23,4,1,38.25
79,22016,201939,0021600003,"OCT 25, 2016","GSW vs. SAS",L,34,9,18,0.5,3,10,0.3,5,6,0.833,0,3,3,4,0,0,4,1,26,-9,1,35.25
80,22016,201939,0021601229,"APR 12, 2017","GSW vs. LAL",W,28,6,17,0.353,5,14,0.357,3,4,0.75,0,5,5,8,2,0,6,1,20,27,1,41.75
81,22016,201939,0021601211,"APR 10, 2017","GSW vs. UTA",L,30,9,16,0.563,6,8,0.75,4,5,0.8,1,3,4,4,1,0,1,1,28,9,1,43.5
82,22016,201939,0021601171,"APR 05, 2017","GSW @ PHX",W,35,15,25,0.6,8,12,0.667,4,7,0.571,0,4,4,11,2,2,3,0,42,25,1,75.5
83,22016,201939,0021601162,"APR 04, 2017","GSW vs. MIN",W,30,7,18,0.389,3,8,0.375,2,4,0.5,0,3,3,9,3,2,3,2,19,13,1,46.25
84,22016,201939,0021601152,"APR 02, 2017","GSW vs. WAS",W,36,15,22,0.682,9,14,0.643,3,3,1,0,1,1,8,1,0,1,3,42,26,1,61.25
85,22016,201939,0021601136,"MAR 31, 2017","GSW vs. HOU",W,35,8,18,0.444,4,9,0.444,4,5,0.8,3,4,7,5,2,0,2,4,24,14,1,45.25
86,22016,201939,0021601118,"MAR 29, 2017","GSW @ SAS",W,35,9,20,0.45,4,8,0.5,7,7,1,1,3,4,11,1,0,2,5,29,6,1,55
87,22016,201939,0021601108,"MAR 28, 2017","GSW @ HOU",W,33,11,22,0.5,3,11,0.273,7,10,0.7,2,8,10,7,2,0,6,5,32,9,1,59
88,22016,201939,0021601094,"MAR 26, 2017","GSW vs. MEM",W,36,8,18,0.444,5,12,0.417,0,0,0,0,1,1,11,4,0,5,1,21,8,1,48.25
89,22016,201939,0021601081,"MAR 24, 2017","GSW vs. SAC",W,33,9,18,0.5,5,11,0.455,4,4,1,1,6,7,12,6,0,3,0,27,28,1,68.25
90,22016,201939,0021601055,"MAR 21, 2017","GSW @ DAL",W,30,7,14,0.5,3,9,0.333,0,0,0,1,4,5,9,2,0,0,1,17,14,1,42.25
91,22016,201939,0021601049,"MAR 20, 2017","GSW @ OKC",W,30,8,17,0.471,7,12,0.583,0,0,0,0,4,4,6,0,0,5,3,23,16,1,38
92,22016,201939,0021601035,"MAR 18, 2017","GSW vs. MIL",W,30,9,13,0.692,6,8,0.75,4,4,1,0,4,4,4,1,1,3,3,28,18,1,44.5
93,22016,201939,0021601019,"MAR 16, 2017","GSW vs. ORL",W,28,8,15,0.533,2,7,0.286,7,7,1,0,1,1,9,3,0,2,1,25,24,1,45.75
94,22016,201939,0021601003,"MAR 14, 2017","GSW vs. PHI",W,37,8,23,0.348,5,13,0.385,8,8,1,2,4,6,5,3,0,5,3,29,3,1,50
95,22016,201939,0021600968,"MAR 10, 2017","GSW @ MIN",L,35,10,27,0.37,1,8,0.125,5,5,1,3,3,6,7,1,0,6,4,26,-5,1,43.5
96,22016,201939,0021600959,"MAR 08, 2017","GSW vs. BOS",L,35,8,16,0.5,2,9,0.222,5,5,1,3,2,5,6,0,1,4,4,23,-3,1,39.25
97,22016,201939,0021600937,"MAR 06, 2017","GSW @ ATL",W,35,8,20,0.4,6,15,0.4,2,3,0.667,1,3,4,9,0,0,2,4,24,5,1,44.5
98,22016,201939,0021600928,"MAR 05, 2017","GSW @ NYK",W,37,11,24,0.458,5,13,0.385,4,6,0.667,2,6,8,6,2,0,2,2,31,22,1,55.5
99,22016,201939,0021600906,"MAR 02, 2017","GSW @ CHI",L,35,10,27,0.37,2,11,0.182,1,1,1,1,5,6,5,5,0,4,4,23,-4,1,47
100,22016,201939,0021600889,"FEB 28, 2017","GSW @ WAS",L,34,9,20,0.45,2,9,0.222,5,6,0.833,4,3,7,4,2,0,5,3,25,-5,1,42.25
101,22016,201939,0021600883,"FEB 27, 2017","GSW @ PHI",W,35,7,23,0.304,0,11,0,5,5,1,2,2,4,6,2,0,4,2,19,8,1,35
102,22016,201939,0021600873,"FEB 25, 2017","GSW vs. BKN",W,35,9,21,0.429,5,10,0.5,4,4,1,1,4,5,5,3,0,4,2,27,17,2,47.25
103,22016,201939,0021600854,"FEB 23, 2017","GSW vs. LAC",W,32,10,16,0.625,6,10,0.6,9,10,0.9,1,6,7,5,4,0,4,5,35,26,1,60.25
104,22016,201939,0021600847,"FEB 15, 2017","GSW vs. SAC",W,30,4,14,0.286,2,8,0.25,3,4,0.75,0,6,6,9,0,2,3,2,13,23,1,37.5
105,22016,201939,0021600827,"FEB 13, 2017","GSW @ DEN",L,27,4,18,0.222,1,11,0.091,2,2,1,1,1,2,5,1,0,1,1,11,-24,1,23
106,22016,201939,0021600813,"FEB 11, 2017","GSW @ OKC",W,34,9,19,0.474,4,11,0.364,4,4,1,3,5,8,9,2,0,0,2,26,16,1,55.5
107,22016,201939,0021600803,"FEB 10, 2017","GSW @ MEM",W,35,6,13,0.462,2,6,0.333,4,5,0.8,0,4,4,5,0,0,3,3,18,15,1,30
108,22016,201939,0021600792,"FEB 08, 2017","GSW vs. CHI",W,28,5,11,0.455,1,4,0.25,2,2,1,0,1,1,6,1,0,2,4,13,20,1,24.75
109,22016,201939,0021600764,"FEB 04, 2017","GSW @ SAC",L,42,11,20,0.55,8,14,0.571,5,6,0.833,0,4,4,9,3,0,3,2,35,4,1,62
