id,SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,DKFPS
219,22015,201939,0021500504,"JAN 02, 2016","GSW vs. DEN",W,14,2,6,0.333,1,5,0.2,0,0,0,0,1,1,4,2,0,2,1,5,12,1,15.75
220,22015,201939,0021500468,"DEC 28, 2015","GSW vs. SAC",W,30,7,16,0.438,6,13,0.462,3,4,0.75,0,14,14,10,2,0,2,3,23,24,1,66
221,22015,201939,0021500438,"DEC 25, 2015","GSW vs. CLE",W,37,6,15,0.4,1,4,0.25,6,6,1,1,6,7,7,2,0,3,3,19,15,1,41.25
222,22015,201939,0021500434,"DEC 23, 2015","GSW vs. UTA",W,34,5,14,0.357,2,8,0.25,4,4,1,1,4,5,9,3,0,3,2,16,21,1,41.25
223,22015,201939,0021500397,"DEC 18, 2015","GSW vs. MIL",W,39,7,14,0.5,2,6,0.333,10,11,0.909,2,8,10,9,2,0,6,2,26,13,1,55.5
224,22015,201939,0021500381,"DEC 16, 2015","GSW vs. PHX",W,30,10,14,0.714,2,5,0.4,3,5,0.6,0,2,2,7,1,0,3,4,25,37,1,39.5
225,22015,201939,0021500351,"DEC 12, 2015","GSW @ MIL",L,35,10,22,0.455,2,9,0.222,6,7,0.857,2,5,7,5,1,0,2,2,28,0,1,46.25
226,22015,201939,0021500336,"DEC 11, 2015","GSW @ BOS",W,47,9,27,0.333,6,13,0.462,14,14,1,3,8,11,8,2,0,8,4,38,15,1,68.25
227,22015,201939,0021500314,"DEC 08, 2015","GSW @ IND",W,36,11,23,0.478,3,10,0.3,4,6,0.667,0,7,7,10,3,0,4,1,29,18,1,59.75
228,22015,201939,0021500300,"DEC 06, 2015","GSW @ BKN",W,32,11,17,0.647,5,9,0.556,1,4,0.25,0,5,5,2,1,0,4,2,28,10,1,39.75
229,22015,201939,0021500290,"DEC 05, 2015","GSW @ TOR",W,38,14,24,0.583,9,15,0.6,7,9,0.778,1,1,2,7,0,0,3,4,44,15,1,60
230,22015,201939,0021500268,"DEC 02, 2015","GSW @ CHA",W,31,14,18,0.778,8,11,0.727,4,4,1,0,3,3,5,0,0,5,2,40,19,1,52.75
231,22015,201939,0021500259,"NOV 30, 2015","GSW @ UTA",W,37,9,20,0.45,4,8,0.5,4,4,1,2,4,6,5,2,0,2,2,26,12,1,46
232,22015,201939,0021500245,"NOV 28, 2015","GSW vs. SAC",W,30,4,7,0.571,3,6,0.5,8,8,1,0,4,4,6,3,0,1,1,19,19,1,40
233,22015,201939,0021500236,"NOV 27, 2015","GSW @ PHX",W,31,11,20,0.55,9,16,0.563,10,11,0.909,1,5,6,8,2,0,6,2,41,27,1,66
234,22015,201939,0021500214,"NOV 24, 2015","GSW vs. LAL",W,30,10,21,0.476,4,12,0.333,0,0,0,0,4,4,9,2,0,0,1,24,36,1,48.5
235,22015,201939,0021500200,"NOV 22, 2015","GSW @ DEN",W,28,8,16,0.5,3,8,0.375,0,0,0,0,4,4,7,3,0,4,0,19,11,1,40
236,22015,201939,0021500187,"NOV 20, 2015","GSW vs. CHI",W,36,9,20,0.45,3,11,0.273,6,6,1,1,4,5,4,4,0,6,2,27,11,1,45.75
237,22015,201939,0021500177,"NOV 19, 2015","GSW @ LAC",W,37,11,22,0.5,6,14,0.429,12,12,1,0,11,11,4,3,0,7,2,40,12,1,66.75
238,22015,201939,0021500164,"NOV 17, 2015","GSW vs. TOR",W,40,13,23,0.565,5,10,0.5,6,7,0.857,0,2,2,9,2,0,7,1,37,11,1,56
239,22015,201939,0021500144,"NOV 14, 2015","GSW vs. BKN",W,44,13,31,0.419,5,16,0.313,3,3,1,0,3,3,6,1,0,4,1,34,3,1,49.25
240,22015,201939,0021500125,"NOV 12, 2015","GSW @ MIN",W,38,15,25,0.6,8,13,0.615,8,8,1,0,5,5,4,2,0,3,3,46,21,1,64.75
241,22015,201939,0021500120,"NOV 11, 2015","GSW @ MEM",W,35,9,21,0.429,3,10,0.3,7,7,1,0,5,5,5,5,1,4,1,28,16,1,53.25
242,22015,201939,0021500104,"NOV 09, 2015","GSW vs. DET",W,37,7,18,0.389,3,7,0.429,5,6,0.833,1,4,5,5,3,0,5,1,22,12,1,40.75
243,22015,201939,0021500092,"NOV 07, 2015","GSW @ SAC",W,39,8,18,0.444,2,10,0.2,6,7,0.857,1,5,6,3,2,0,6,1,24,6,1,38
244,22015,201939,0021500083,"NOV 06, 2015","GSW vs. DEN",W,35,12,22,0.545,8,16,0.5,2,3,0.667,0,7,7,10,3,1,4,1,34,14,1,69.25
245,22015,201939,0021500069,"NOV 04, 2015","GSW vs. LAC",W,33,8,17,0.471,7,11,0.636,8,9,0.889,0,5,5,4,1,0,0,3,31,7,1,48.75
246,22015,201939,0021500051,"NOV 02, 2015","GSW vs. MEM",W,28,10,16,0.625,4,8,0.5,6,6,1,1,2,3,3,3,1,3,2,30,37,1,46.75
247,22015,201939,0021500035,"OCT 31, 2015","GSW @ NOP",W,36,17,27,0.63,8,14,0.571,11,11,1,0,4,4,9,4,0,2,3,53,16,1,82.5
248,22015,201939,0021500030,"OCT 30, 2015","GSW @ HOU",W,27,9,15,0.6,4,9,0.444,3,4,0.75,0,7,7,6,1,0,1,4,25,12,1,46.25
249,22015,201939,0021500003,"OCT 27, 2015","GSW vs. NOP",W,36,14,26,0.538,5,12,0.417,7,7,1,3,3,6,7,2,0,2,1,40,12,1,63.5
250,22014,201939,0021401229,"APR 15, 2015","GSW vs. DEN",W,19,4,10,0.4,2,4,0.5,0,0,0,2,2,4,7,5,0,2,1,10,14,1,35.5
251,22014,201939,0021401212,"APR 13, 2015","GSW vs. MEM",W,29,6,10,0.6,3,6,0.5,0,0,0,0,4,4,8,1,0,3,2,15,24,1,34
252,22014,201939,0021401192,"APR 11, 2015","GSW vs. MIN",W,35,11,21,0.524,5,11,0.455,7,8,0.875,0,4,4,7,4,0,3,1,34,17,1,58.5
253,22014,201939,0021401174,"APR 09, 2015","GSW vs. POR",W,35,17,23,0.739,8,13,0.615,3,3,1,1,1,2,10,0,0,4,2,45,21,1,66
254,22014,201939,0021401156,"APR 07, 2015","GSW @ NOP",L,35,9,18,0.5,5,8,0.625,2,2,1,1,5,6,9,1,0,2,3,25,4,1,49.5
255,22014,201939,0021401150,"APR 05, 2015","GSW @ SAS",L,30,9,17,0.529,5,10,0.5,1,2,0.5,0,4,4,6,1,0,4,2,24,-16,1,40.5
256,22014,201939,0021401142,"APR 04, 2015","GSW @ DAL",W,27,4,12,0.333,1,4,0.25,2,3,0.667,2,2,4,3,1,0,1,1,11,9,1,22.5
257,22014,201939,0021401126,"APR 02, 2015","GSW vs. PHX",W,34,10,22,0.455,6,11,0.545,2,2,1,1,7,8,5,0,0,6,3,28,-1,1,45.5
258,22014,201939,0021401111,"MAR 31, 2015","GSW @ LAC",W,36,8,15,0.533,4,6,0.667,7,7,1,1,0,1,4,1,0,3,3,27,-1,1,36.75
259,22014,201939,0021401089,"MAR 28, 2015","GSW @ MIL",W,30,8,13,0.615,6,9,0.667,3,3,1,0,4,4,6,1,0,6,4,25,-1,1,41
260,22014,201939,0021401082,"MAR 27, 2015","GSW @ MEM",W,34,12,22,0.545,8,12,0.667,6,6,1,1,2,3,10,3,1,4,3,38,26,1,68.25
261,22014,201939,0021401059,"MAR 24, 2015","GSW @ POR",W,35,13,22,0.591,5,9,0.556,2,2,1,0,2,2,10,1,0,2,2,33,12,1,55.5
262,22014,201939,0021401053,"MAR 23, 2015","GSW vs. WAS",W,28,8,14,0.571,5,8,0.625,3,3,1,1,4,5,6,2,0,2,1,24,30,1,44.75
263,22014,201939,0021401036,"MAR 21, 2015","GSW vs. UTA",W,32,8,18,0.444,3,6,0.5,5,5,1,1,2,3,3,3,0,0,0,24,12,1,39.75
264,22014,201939,0021401030,"MAR 20, 2015","GSW vs. NOP",W,27,4,17,0.235,2,10,0.2,6,6,1,0,2,2,11,0,0,3,0,16,11,1,36
265,22014,201939,0021401014,"MAR 18, 2015","GSW vs. ATL",W,30,4,11,0.364,2,6,0.333,6,6,1,1,3,4,12,0,0,4,1,16,16,1,39.5
266,22014,201939,0021400999,"MAR 16, 2015","GSW vs. LAL",W,33,5,14,0.357,2,6,0.333,7,7,1,0,4,4,9,3,0,6,2,19,-4,1,41.5
267,22014,201939,0021400981,"MAR 14, 2015","GSW vs. NYK",W,27,8,15,0.533,6,10,0.6,3,3,1,0,3,3,11,3,0,1,2,25,30,1,55.25
268,22014,201939,0021400960,"MAR 11, 2015","GSW vs. DET",W,34,4,15,0.267,1,7,0.143,0,0,0,1,4,5,11,1,0,3,1,9,8,1,32.75
269,22014,201939,0021400944,"MAR 09, 2015","GSW @ PHX",W,36,14,24,0.583,7,13,0.538,1,2,0.5,3,3,6,5,4,0,4,3,36,23,1,60.5
270,22014,201939,0021400932,"MAR 08, 2015","GSW vs. LAC",W,32,3,9,0.333,2,2,1,4,4,1,0,1,1,4,3,0,4,1,12,15,1,24.25
271,22014,201939,0021400922,"MAR 06, 2015","GSW vs. DAL",W,31,6,11,0.545,5,8,0.625,5,6,0.833,0,2,2,7,2,1,3,2,22,23,1,42
272,22014,201939,0021400907,"MAR 04, 2015","GSW vs. MIL",W,37,6,16,0.375,6,13,0.462,1,2,0.5,0,1,1,11,2,2,5,3,19,6,1,46.75
273,22014,201939,0021400886,"MAR 02, 2015","GSW @ BKN",L,29,8,16,0.5,6,12,0.5,4,4,1,0,2,2,7,1,0,4,4,26,1,1,42
274,22014,201939,0021400880,"MAR 01, 2015","GSW @ BOS",W,38,14,22,0.636,5,8,0.625,4,4,1,0,4,4,5,1,0,5,1,37,8,1,51.5
275,22014,201939,0021400861,"FEB 27, 2015","GSW @ TOR",W,25,8,13,0.615,3,4,0.75,3,3,1,3,3,6,5,2,0,2,0,22,33,1,41.5
276,22014,201939,0021400854,"FEB 26, 2015","GSW @ CLE",L,34,5,17,0.294,3,9,0.333,5,5,1,0,3,3,6,1,0,4,3,18,-10,1,32.25
277,22014,201939,0021400838,"FEB 24, 2015","GSW @ WAS",W,34,11,18,0.611,5,9,0.556,5,5,1,0,0,0,8,2,0,0,1,32,1,1,50.5
278,22014,201939,0021400814,"FEB 20, 2015","GSW vs. SAS",W,32,8,17,0.471,4,8,0.5,5,5,1,0,4,4,11,4,0,2,2,25,22,1,57
279,22014,201939,0021400793,"FEB 11, 2015","GSW @ MIN",W,36,9,23,0.391,2,10,0.2,5,5,1,2,3,5,8,3,0,3,1,25,0,1,48.75
280,22014,201939,0021400775,"FEB 09, 2015","GSW @ PHI",W,32,7,20,0.35,3,12,0.25,3,4,0.75,0,5,5,6,3,0,1,2,20,0,1,42.25
281,22014,201939,0021400760,"FEB 07, 2015","GSW @ NYK",W,31,8,18,0.444,5,9,0.556,1,3,0.333,2,4,6,0,2,0,3,0,22,21,1,34.5
282,22014,201939,0021400749,"FEB 06, 2015","GSW @ ATL",L,36,8,19,0.421,4,9,0.444,6,7,0.857,0,2,2,9,2,2,1,3,26,-5,1,51.5
283,22014,201939,0021400741,"FEB 04, 2015","GSW vs. DAL",W,37,16,26,0.615,10,16,0.625,9,11,0.818,0,4,4,4,1,0,3,3,51,0,1,69
284,22014,201939,0021400730,"FEB 03, 2015","GSW @ SAC",W,29,6,15,0.4,2,6,0.333,9,10,0.9,0,5,5,9,3,0,2,2,23,7,1,48.75
285,22014,201939,0021400715,"JAN 31, 2015","GSW vs. PHX",W,37,9,23,0.391,4,9,0.444,3,3,1,1,3,4,7,2,1,1,2,25,23,1,48
286,22014,201939,0021400703,"JAN 30, 2015","GSW @ UTA",L,34,10,22,0.455,5,11,0.455,7,9,0.778,1,6,7,6,3,0,2,1,32,-11,1,57.25
287,22014,201939,0021400679,"JAN 27, 2015","GSW vs. CHI",L,43,9,23,0.391,2,9,0.222,1,1,1,0,4,4,9,3,0,3,3,21,-3,1,45
288,22014,201939,0021400665,"JAN 25, 2015","GSW vs. BOS",W,33,6,16,0.375,1,5,0.2,9,9,1,0,4,4,11,2,0,3,1,22,6,1,48
289,22014,201939,0021400651,"JAN 23, 2015","GSW vs. SAC",W,29,3,11,0.273,2,7,0.286,2,2,1,1,3,4,11,2,0,6,0,10,20,1,35
290,22014,201939,0021400636,"JAN 21, 2015","GSW vs. HOU",W,34,7,12,0.583,3,5,0.6,5,6,0.833,2,1,3,10,1,0,6,3,22,23,1,42.75
291,22014,201939,0021400615,"JAN 19, 2015","GSW vs. DEN",W,25,7,13,0.538,2,5,0.4,4,4,1,1,0,1,8,1,2,1,2,20,18,1,39.75
292,22014,201939,0021400603,"JAN 17, 2015","GSW @ HOU",W,33,9,18,0.5,2,8,0.25,7,8,0.875,3,4,7,11,3,1,2,0,27,25,1,61.75
293,22014,201939,0021400593,"JAN 16, 2015","GSW @ OKC",L,31,6,13,0.462,2,6,0.333,5,5,1,0,3,3,6,2,0,6,2,19,-4,1,33.75
294,22014,201939,0021400582,"JAN 14, 2015","GSW vs. MIA",W,32,11,19,0.579,7,10,0.7,3,5,0.6,2,3,5,3,2,0,3,1,32,11,1,48.75
295,22014,201939,0021400571,"JAN 13, 2015","GSW @ UTA",W,29,10,16,0.625,4,9,0.444,3,3,1,0,2,2,11,0,0,2,2,27,17,1,48.5
296,22014,201939,0021400547,"JAN 09, 2015","GSW vs. CLE",W,35,8,15,0.533,3,8,0.375,4,4,1,0,1,1,10,2,0,1,1,23,10,1,45.75
297,22014,201939,0021400533,"JAN 07, 2015","GSW vs. IND",W,35,8,17,0.471,4,8,0.5,1,1,1,0,3,3,15,4,0,5,5,21,12,1,56.25
298,22014,201939,0021400518,"JAN 05, 2015","GSW vs. OKC",W,31,7,14,0.5,1,4,0.25,4,4,1,0,9,9,6,4,0,2,2,19,15,1,46.75
299,22014,201939,0021400493,"JAN 02, 2015","GSW vs. TOR",W,34,10,18,0.556,5,11,0.455,7,7,1,2,3,5,12,1,0,0,3,32,25,1,62.25
300,22014,201939,0021400474,"DEC 30, 2014","GSW vs. PHI",W,27,4,7,0.571,3,6,0.5,2,2,1,0,3,3,9,3,0,3,3,13,28,1,36.25
301,22014,201939,0021400452,"DEC 27, 2014","GSW vs. MIN",W,31,9,18,0.5,4,9,0.444,3,4,0.75,1,2,3,6,3,0,3,3,25,18,1,44.25
302,22014,201939,0021400431,"DEC 25, 2014","GSW @ LAC",L,36,5,12,0.417,1,5,0.2,3,4,0.75,2,7,9,7,2,0,5,3,14,-12,1,37.75
303,22014,201939,0021400426,"DEC 23, 2014","GSW @ LAL",L,30,10,14,0.714,2,5,0.4,0,0,0,0,2,2,6,3,0,7,0,22,-10,1,37
304,22014,201939,0021400415,"DEC 22, 2014","GSW vs. SAC",W,26,5,12,0.417,1,5,0.2,1,1,1,0,2,2,11,3,0,1,1,12,15,1,38.5
305,22014,201939,0021400382,"DEC 18, 2014","GSW vs. OKC",W,42,14,24,0.583,5,12,0.417,1,1,1,4,3,7,9,4,1,4,0,34,7,1,66.75
306,22014,201939,0021400365,"DEC 16, 2014","GSW @ MEM",L,39,9,25,0.36,1,10,0.1,0,0,0,0,7,7,6,4,0,3,2,19,16,1,43.75
307,22014,201939,0021400348,"DEC 14, 2014","GSW @ NOP",W,40,11,21,0.524,6,10,0.6,6,6,1,0,7,7,7,1,0,6,1,34,5,1,55.25
308,22014,201939,0021400340,"DEC 13, 2014","GSW @ DAL",W,37,9,22,0.409,3,11,0.273,8,9,0.889,0,3,3,8,2,0,1,1,29,13,1,49.75
309,22014,201939,0021400324,"DEC 10, 2014","GSW vs. HOU",W,37,8,15,0.533,3,5,0.6,1,1,1,1,6,7,7,0,0,4,3,20,16,1,38.75
310,22014,201939,0021400305,"DEC 08, 2014","GSW @ MIN",W,31,10,20,0.5,1,7,0.143,0,0,0,1,3,4,7,3,1,3,3,21,22,1,43.5
311,22014,201939,0021400289,"DEC 06, 2014","GSW @ CHI",W,36,5,14,0.357,1,5,0.2,8,9,0.889,1,5,6,7,1,0,3,2,19,7,1,38
312,22014,201939,0021400275,"DEC 04, 2014","GSW vs. NOP",W,31,8,17,0.471,3,6,0.5,0,0,0,0,3,3,11,4,1,2,0,19,11,1,51.25
313,22014,201939,0021400262,"DEC 02, 2014","GSW vs. ORL",W,36,8,17,0.471,3,9,0.333,3,3,1,1,3,4,5,0,0,4,2,22,8,1,34
314,22014,201939,0021400243,"NOV 30, 2014","GSW @ DET",W,28,5,9,0.556,1,3,0.333,5,6,0.833,1,2,3,10,1,0,1,2,16,11,1,38.25
315,22014,201939,0021400224,"NOV 28, 2014","GSW @ CHA",W,32,9,20,0.45,1,10,0.1,7,7,1,1,3,4,6,1,2,4,4,26,16,1,44.5
316,22014,201939,0021400212,"NOV 26, 2014","GSW @ ORL",W,24,9,13,0.692,6,8,0.75,4,5,0.8,1,4,5,8,0,0,1,1,28,22,1,48.75
317,22014,201939,0021400206,"NOV 25, 2014","GSW @ MIA",W,37,12,19,0.632,8,11,0.727,8,9,0.889,0,6,6,7,3,1,2,2,40,28,1,69
318,22014,201939,0021400196,"NOV 23, 2014","GSW @ OKC",W,38,5,15,0.333,2,6,0.333,3,4,0.75,0,6,6,6,1,0,1,0,15,2,1,34
319,22014,201939,0021400182,"NOV 21, 2014","GSW vs. UTA",W,25,3,9,0.333,2,6,0.333,0,0,0,0,5,5,10,2,0,4,2,8,23,1,32.25
320,22014,201939,0021400145,"NOV 16, 2014","GSW @ LAL",W,30,10,19,0.526,5,9,0.556,5,5,1,0,4,4,15,1,0,3,0,30,27,1,62
321,22014,201939,0021400140,"NOV 15, 2014","GSW vs. CHA",W,28,8,15,0.533,3,6,0.5,0,1,0,2,3,5,9,1,0,1,3,19,23,1,41.75
322,22014,201939,0021400121,"NOV 13, 2014","GSW vs. BKN",W,32,6,12,0.5,3,7,0.429,2,2,1,1,2,3,5,0,0,3,5,17,6,1,28.25
323,22014,201939,0021400108,"NOV 11, 2014","GSW vs. SAS",L,36,7,18,0.389,0,7,0,2,2,1,0,6,6,5,0,0,3,2,16,-18,1,29.5
324,22014,201939,0021400095,"NOV 09, 2014","GSW @ PHX",L,34,10,20,0.5,4,10,0.4,4,4,1,0,2,2,10,5,0,10,5,28,-6,1,57
325,22014,201939,0021400087,"NOV 08, 2014","GSW @ HOU",W,40,13,19,0.684,6,9,0.667,2,2,1,1,8,9,5,4,0,5,2,34,13,1,61.25
326,22014,201939,0021400068,"NOV 05, 2014","GSW vs. LAC",W,34,9,18,0.5,4,8,0.5,6,6,1,0,6,6,7,1,0,5,4,28,21,1,47.5
327,22014,201939,0021400042,"NOV 02, 2014","GSW @ POR",W,31,6,18,0.333,1,5,0.2,8,8,1,1,4,5,6,2,0,3,1,21,12,1,39.25
328,22014,201939,0021400038,"NOV 01, 2014","GSW vs. LAL",W,34,10,19,0.526,3,8,0.375,8,8,1,0,5,5,10,3,0,2,3,31,30,1,60.25
329,22014,201939,0021400014,"OCT 29, 2014","GSW @ SAC",W,37,7,17,0.412,2,9,0.222,8,9,0.889,1,9,10,5,6,0,4,5,24,20,1,56.5
