max(s1.salary),max(s2.salary),avg(s2.salary),min(s2.salary),stddev(s2.salary),avg(t2.DKFPS),std(t2.DKFPS) ,min(t2.DKFPS),max(t2.DKFPS),team    ,ou        ,odds      ,home    ,OPP     ,Target    ,player_id ,game_id   ,DISPLAY_FIRST_LAST     ,AdaBoost  ,Neural Network    ,Random Forest
3600.0        ,4100.0        ,3833.3333     ,3600.0        ,205.480466766    ,3.66666666667,3.29983164554 ,0.0          ,8.0          ,CHA     ,221.0     ,5.0       ,0       ,CLE     ,          ,1628370.0 ,21700270.0,Malik Monk             ,4.0       ,9.097543582892602 ,7.287529761904762
3400.0        ,3400.0        ,3400.0        ,3400.0        ,0.0              ,5.5625       ,2.70632938683 ,1.5          ,9.0          ,CHA     ,221.0     ,5.0       ,0       ,CLE     ,          ,1628407.0 ,21700270.0,Dwayne Bacon           ,8.5       ,9.245087481979178 ,5.87702380952381
3700.0        ,4400.0        ,4125.0        ,4000.0        ,163.935963108    ,16.0625      ,4.14342476099 ,12.25        ,22.75        ,CLE     ,221.0     ,-5.0      ,1       ,CHA     ,          ,201145.0  ,21700270.0,Jeff Green             ,17.0      ,15.673073895168663,18.692440476190477
7700.0        ,7600.0        ,7475.0        ,7400.0        ,82.9156197589    ,34.9375      ,11.4351090397 ,15.5         ,45.0         ,CLE     ,221.0     ,-5.0      ,1       ,CHA     ,          ,201567.0  ,21700270.0,Kevin Love             ,38.5      ,33.36116023427446 ,39.16160714285714
8200.0        ,7900.0        ,7725.0        ,7400.0        ,204.633819297    ,42.3125      ,13.499276601  ,27.0         ,64.0         ,CHA     ,221.0     ,5.0       ,0       ,CLE     ,          ,202689.0  ,21700270.0,Kemba Walker           ,39.75     ,42.68189017007603 ,43.00645833333333
4000.0        ,4200.0        ,4100.0        ,4000.0        ,70.7106781187    ,21.3125      ,9.34975768403 ,15.5         ,37.5         ,CHA     ,221.0     ,5.0       ,0       ,CLE     ,          ,203077.0  ,21700270.0,Michael Kidd-Gilchrist ,19.25     ,20.17715717324546 ,21.078541666666666
5100.0        ,5700.0        ,5325.0        ,5100.0        ,227.760839479    ,27.1875      ,1.48297631471 ,24.75        ,28.75        ,CHA     ,221.0     ,5.0       ,0       ,CLE     ,          ,203087.0  ,21700270.0,Jeremy Lamb            ,31.0      ,23.694265806277706,27.345357142857143
3800.0        ,3900.0        ,3900.0        ,3900.0        ,0.0              ,17.5         ,4.80234317807 ,13.25        ,25.25        ,CLE     ,221.0     ,-5.0      ,1       ,CHA     ,          ,203109.0  ,21700270.0,Jae Crowder            ,16.5      ,15.295501223736933,19.0125
3600.0        ,4000.0        ,3750.0        ,3600.0        ,165.831239518    ,15.9375      ,1.37357881099 ,13.75        ,17.5         ,CHA     ,221.0     ,5.0       ,0       ,CLE     ,          ,203469.0  ,21700270.0,Cody Zeller            ,17.5      ,15.773179900056306,18.07779761904762
3200.0        ,3200.0        ,3200.0        ,3200.0        ,0.0              ,12.875       ,0.375         ,12.5         ,13.25        ,CHA     ,221.0     ,5.0       ,0       ,CLE     ,          ,203487.0  ,21700270.0,Michael Carter-Williams,19.25     ,12.650471761440928,9.974404761904761
3000.0        ,3000.0        ,3000.0        ,3000.0        ,0.0              ,2.0          ,0.0           ,2.0          ,2.0          ,CLE     ,221.0     ,-5.0      ,1       ,CHA     ,          ,204066.0  ,21700270.0,John Holland           ,8.0       ,13.55150593895907 ,2.1819444444444445
11200.0       ,11300.0       ,11025.0       ,10700.0       ,238.484800354    ,54.8125      ,10.3007508828 ,38.0         ,66.0         ,CLE     ,221.0     ,-5.0      ,1       ,CHA     ,          ,2544.0    ,21700270.0,LeBron James           ,54.0      ,54.75144546499027 ,54.13326388888889
5200.0        ,5100.0        ,4800.0        ,4600.0        ,187.082869339    ,33.625       ,11.8644690147 ,22.0         ,52.75        ,CLE     ,221.0     ,-5.0      ,1       ,CHA     ,          ,2548.0    ,21700270.0,Dwyane Wade            ,23.75     ,20.76841106050598 ,21.51369047619048
3600.0        ,3700.0        ,3600.0        ,3500.0        ,70.7106781187    ,19.875       ,7.99511569647 ,13.25        ,33.25        ,CLE     ,221.0     ,-5.0      ,1       ,CHA     ,          ,2594.0    ,21700270.0,Kyle Korver            ,16.75     ,15.3489610222526  ,21.194285714285716
7000.0        ,7200.0        ,7025.0        ,6800.0        ,147.901994577    ,34.25        ,16.830961054  ,15.25        ,57.0         ,CHA     ,221.0     ,5.0       ,0       ,CLE     ,          ,2730.0    ,21700270.0,Dwight Howard          ,34.5      ,34.60440772845919 ,41.050962301587305
4000.0        ,4300.0        ,4150.0        ,3800.0        ,206.155281281    ,19.875       ,5.4786517502  ,13.0         ,25.25        ,CLE     ,221.0     ,-5.0      ,1       ,CHA     ,          ,2747.0    ,21700270.0,JR Smith               ,20.0      ,16.100675108529877,17.85833333333333
6700.0        ,7200.0        ,6900.0        ,6700.0        ,167.332005307    ,29.7         ,11.1830228472 ,17.75        ,49.75        ,IND     ,217.0     ,2.0       ,1       ,TOR     ,          ,1626167.0 ,21700271.0,Myles Turner           ,35.75     ,28.252409123890494,33.50252976190476
3700.0        ,3900.0        ,3900.0        ,3900.0        ,0.0              ,4.75         ,0.0           ,4.75         ,4.75         ,TOR     ,217.0     ,-2.0      ,0       ,IND     ,          ,1626181.0 ,21700271.0,Norman Powell          ,13.0      ,9.709432330484287 ,15.287053571428572
3000.0        ,3000.0        ,3000.0        ,3000.0        ,0.0              ,2.125        ,1.125         ,1.0          ,3.25         ,IND     ,217.0     ,2.0       ,1       ,TOR     ,          ,1626202.0 ,21700271.0,Joe Young              ,2.25      ,8.175995242196397 ,4.163749999999999
5700.0        ,5900.0        ,5600.0        ,5300.0        ,252.982212813    ,24.25        ,4.50555213043 ,15.5         ,27.75        ,IND     ,217.0     ,2.0       ,1       ,TOR     ,          ,1627734.0 ,21700271.0,Domantas Sabonis       ,28.5      ,23.885440124182132,24.971666666666668
3300.0        ,3700.0        ,3580.0        ,3400.0        ,97.9795897113    ,10.2         ,3.15990506186 ,4.75         ,14.5         ,TOR     ,217.0     ,-2.0      ,0       ,IND     ,          ,1627751.0 ,21700271.0,Jakob Poeltl           ,15.75     ,10.144680343727705,12.249166666666667
3800.0        ,3800.0        ,3640.0        ,3600.0        ,80.0             ,19.85        ,7.84952227846 ,9.75         ,32.5         ,TOR     ,217.0     ,-2.0      ,0       ,IND     ,          ,1627783.0 ,21700271.0,Pascal Siakam          ,16.5      ,16.156763987519845,15.03392857142857
3500.0        ,3500.0        ,3100.0        ,3000.0        ,200.0            ,17.35        ,4.45701693961 ,10.5         ,22.25        ,TOR     ,217.0     ,-2.0      ,0       ,IND     ,          ,1627832.0 ,21700271.0,Fred VanVleet          ,13.25     ,12.54436074479067 ,15.765803571428572
3700.0        ,3800.0        ,3300.0        ,3000.0        ,368.781778292    ,13.35        ,5.56686626389 ,7.0          ,23.5         ,TOR     ,217.0     ,-2.0      ,0       ,IND     ,          ,1628384.0 ,21700271.0,OG Anunoby             ,13.5      ,11.227990101511708,14.539166666666668
3000.0        ,3000.0        ,3000.0        ,3000.0        ,0.0              ,6.25         ,4.87660230078 ,0.0          ,12.75        ,IND     ,217.0     ,2.0       ,1       ,TOR     ,          ,1628388.0 ,21700271.0,TJ Leaf                ,8.25      ,8.996199075629407 ,8.865357142857142
8100.0        ,8200.0        ,7540.0        ,6800.0        ,467.332857822    ,41.2         ,8.76413144584 ,28.75        ,50.25        ,TOR     ,217.0     ,-2.0      ,0       ,IND     ,          ,200768.0  ,21700271.0,Kyle Lowry             ,41.75     ,39.776471066086344,39.978125
6000.0        ,6300.0        ,6100.0        ,5700.0        ,219.089023002    ,24.35        ,8.8212810861  ,10.75        ,32.75        ,IND     ,217.0     ,2.0       ,1       ,TOR     ,          ,201152.0  ,21700271.0,Thaddeus Young         ,28.0      ,24.815437782440828,27.28517857142857
5000.0        ,5300.0        ,5125.0        ,4900.0        ,147.901994577    ,19.4375      ,2.42625611797 ,15.25        ,21.0         ,TOR     ,217.0     ,-2.0      ,0       ,IND     ,          ,201586.0  ,21700271.0,Serge Ibaka            ,23.25     ,21.241168322770378,25.15982142857143
8400.0        ,8300.0        ,7780.0        ,7100.0        ,406.939798988    ,45.1         ,7.83038951777 ,34.75        ,58.0         ,TOR     ,217.0     ,-2.0      ,0       ,IND     ,          ,201942.0  ,21700271.0,DeMar DeRozan          ,43.75     ,42.09161268868999 ,44.479166666666664
6000.0        ,6100.0        ,5920.0        ,5500.0        ,222.710574513    ,30.55        ,9.01720577563 ,16.5         ,45.0         ,IND     ,217.0     ,2.0       ,1       ,TOR     ,          ,201954.0  ,21700271.0,Darren Collison        ,32.5      ,25.361993663659092,25.72547619047619
3600.0        ,3700.0        ,3500.0        ,3300.0        ,126.491106407    ,21.3         ,6.06918445922 ,9.25         ,25.5         ,IND     ,217.0     ,2.0       ,1       ,TOR     ,          ,202362.0  ,21700271.0,Lance Stephenson       ,17.5      ,15.192356386773653,16.504732142857144
4800.0        ,5200.0        ,4980.0        ,4700.0        ,172.046505341    ,18.6         ,7.44244583454 ,9.25         ,31.0         ,TOR     ,217.0     ,-2.0      ,0       ,IND     ,          ,202685.0  ,21700271.0,Jonas Valanciunas      ,23.75     ,20.087504546686162,18.69607142857143
3600.0        ,3700.0        ,3640.0        ,3600.0        ,48.9897948557    ,18.85        ,5.67582593109 ,10.75        ,26.25        ,IND     ,217.0     ,2.0       ,1       ,TOR     ,          ,202709.0  ,21700271.0,Cory Joseph            ,14.25     ,14.655121793823703,16.807142857142857
4500.0        ,4500.0        ,4420.0        ,4300.0        ,74.8331477355    ,27.1         ,10.3508453761 ,13.0         ,40.75        ,IND     ,217.0     ,2.0       ,1       ,TOR     ,          ,202711.0  ,21700271.0,Bojan Bogdanovic       ,29.5      ,21.817067529505067,24.162103174603175
3000.0        ,3000.0        ,3000.0        ,3000.0        ,0.0              ,6.75         ,1.5           ,5.25         ,8.25         ,TOR     ,217.0     ,-2.0      ,0       ,IND     ,          ,203485.0  ,21700271.0,Lorenzo Brown          ,4.75      ,8.423075678048713 ,9.047916666666667
8000.0        ,7700.0        ,7540.0        ,7100.0        ,224.499443206    ,45.8         ,11.6204561012 ,34.0         ,65.75        ,IND     ,217.0     ,2.0       ,1       ,TOR     ,          ,203506.0  ,21700271.0,Victor Oladipo         ,41.5      ,35.06709652408714 ,42.759375
3400.0        ,3400.0        ,3400.0        ,3400.0        ,0.0              ,10.7         ,8.37167844581 ,0.0          ,20.0         ,TOR     ,217.0     ,-2.0      ,0       ,IND     ,          ,203512.0  ,21700271.0,Lucas Nogueira         ,10.5      ,10.319829127466832,11.692460317460316
3000.0        ,3000.0        ,3000.0        ,3000.0        ,0.0              ,3.375        ,1.375         ,2.0          ,4.75         ,IND     ,217.0     ,2.0       ,1       ,TOR     ,          ,2863.0    ,21700271.0,Damien Wilkins         ,3.0       ,8.302352369638472 ,4.445416666666666
3000.0        ,3000.0        ,3000.0        ,3000.0        ,0.0              ,9.5          ,2.56417628099 ,6.75         ,14.0         ,MIN     ,208.0     ,-5.0      ,1       ,MIA     ,          ,1626145.0 ,21700272.0,Tyus Jones             ,9.0       ,10.30319126722167 ,13.369791666666666
8700.0        ,9600.0        ,9200.0        ,8600.0        ,419.523539268    ,42.35        ,9.15232210972 ,32.25        ,56.5         ,MIN     ,208.0     ,-5.0      ,1       ,MIA     ,          ,1626157.0 ,21700272.0,Karl-Anthony Towns     ,47.75     ,45.70767049451607 ,51.50041666666666
4100.0        ,4000.0        ,4000.0        ,4000.0        ,0.0              ,19.5625      ,4.54620377348 ,14.5         ,26.75        ,MIA     ,208.0     ,5.0       ,0       ,MIN     ,          ,1626159.0 ,21700272.0,Justise Winslow        ,21.75     ,17.50463000005006 ,20.794583333333332
3000.0        ,3000.0        ,3000.0        ,3000.0        ,0.0              ,5.25         ,0.0           ,5.25         ,5.25         ,MIA     ,208.0     ,5.0       ,0       ,MIN     ,          ,1626175.0 ,21700272.0,Jordan Mickey          ,13.0      ,8.324021384013676 ,8.40690476190476
4500.0        ,4800.0        ,4675.0        ,4600.0        ,82.9156197589    ,19.8125      ,9.0698246262  ,10.0         ,32.75        ,MIA     ,208.0     ,5.0       ,0       ,MIN     ,          ,1626196.0 ,21700272.0,Josh Richardson        ,23.75     ,19.815572152980387,23.19333333333333
3000.0        ,3000.0        ,3000.0        ,3000.0        ,0.0              ,3.375        ,3.375         ,0.0          ,6.75         ,MIN     ,208.0     ,-5.0      ,1       ,MIA     ,          ,1627875.0 ,21700272.0,Marcus Georges-Hunt    ,3.25      ,8.657662818704512 ,5.5975
3600.0        ,3600.0        ,3600.0        ,3600.0        ,0.0              ,2.625        ,0.875         ,1.75         ,3.5          ,MIA     ,208.0     ,5.0       ,0       ,MIN     ,          ,1628389.0 ,21700272.0,Bam Adebayo            ,9.5       ,8.84578939844652  ,10.158888888888889
3000.0        ,3000.0        ,3000.0        ,3000.0        ,0.0              ,2.5          ,2.5           ,0.0          ,5.0          ,MIN     ,208.0     ,-5.0      ,1       ,MIA     ,          ,201166.0  ,21700272.0,Aaron Brooks           ,4.25      ,8.487824429769693 ,3.1558333333333333
6700.0        ,6800.0        ,6675.0        ,6600.0        ,82.9156197589    ,28.125       ,5.50709769298 ,21.25        ,35.5         ,MIA     ,208.0     ,5.0       ,0       ,MIN     ,          ,201609.0  ,21700272.0,Goran Dragic           ,29.0      ,32.98260248959683 ,34.51755952380952
5800.0        ,6200.0        ,5925.0        ,5600.0        ,238.484800354    ,21.375       ,8.25473349055 ,10.0         ,32.75        ,MIA     ,208.0     ,5.0       ,0       ,MIN     ,          ,201949.0  ,21700272.0,James Johnson          ,25.0      ,27.849819792944245,28.3515873015873
6400.0        ,6800.0        ,6500.0        ,6100.0        ,289.827534924    ,30.9         ,5.42816727819 ,21.0         ,36.5         ,MIN     ,208.0     ,-5.0      ,1       ,MIA     ,          ,201952.0  ,21700272.0,Jeff Teague            ,32.25     ,31.56227009985077 ,35.458749999999995
5100.0        ,5400.0        ,5120.0        ,4700.0        ,271.293199325    ,23.85        ,6.04483250388 ,14.5         ,32.5         ,MIN     ,208.0     ,-5.0      ,1       ,MIA     ,          ,201959.0  ,21700272.0,Taj Gibson             ,23.0      ,23.47705402643508 ,19.241309523809523
3400.0        ,3300.0        ,3300.0        ,3300.0        ,0.0              ,12.375       ,9.88765012528 ,3.0          ,29.0         ,MIA     ,208.0     ,5.0       ,0       ,MIN     ,          ,201961.0  ,21700272.0,Wayne Ellington        ,8.75      ,11.412952392248858,12.735416666666667
3000.0        ,3000.0        ,3000.0        ,3000.0        ,0.0              ,0.0          ,0.0           ,0.0          ,0.0          ,MIN     ,208.0     ,-5.0      ,1       ,MIA     ,          ,202332.0  ,21700272.0,Cole Aldrich           ,4.75      ,8.071561495388133 ,4.760416666666666
8500.0        ,8900.0        ,8325.0        ,8000.0        ,369.966214674    ,40.0         ,7.71159840759 ,27.25        ,48.0         ,MIA     ,208.0     ,5.0       ,0       ,MIN     ,          ,202355.0  ,21700272.0,Hassan Whiteside       ,42.25     ,41.60276847018561 ,40.67285714285715
3400.0        ,3400.0        ,3400.0        ,3400.0        ,0.0              ,14.1         ,4.84406853791 ,10.0         ,23.5         ,MIN     ,208.0     ,-5.0      ,1       ,MIA     ,          ,202357.0  ,21700272.0,Nemanja Bjelica        ,11.0      ,13.289607857271037,13.799166666666668
6800.0        ,7500.0        ,7180.0        ,6700.0        ,324.961536185    ,39.2         ,11.5102128564 ,24.75        ,54.5         ,MIN     ,208.0     ,-5.0      ,1       ,MIA     ,          ,202710.0  ,21700272.0,Jimmy Butler           ,37.25     ,36.209581764571936,36.950694444444444
5600.0        ,5900.0        ,5775.0        ,5600.0        ,108.972473589    ,24.0         ,9.84250984251 ,7.5          ,33.5         ,MIA     ,208.0     ,5.0       ,0       ,MIN     ,          ,203079.0  ,21700272.0,Dion Waiters           ,24.5      ,27.80183365503184 ,27.00994047619048
3700.0        ,3800.0        ,3766.6667     ,3700.0        ,47.1404520791    ,8.25         ,1.54110350074 ,6.25         ,10.0         ,MIN     ,208.0     ,-5.0      ,1       ,MIA     ,          ,203476.0  ,21700272.0,Gorgui Dieng           ,12.0      ,11.872722404102259,11.1725
4000.0        ,4800.0        ,4475.0        ,4300.0        ,204.633819297    ,10.9375      ,2.13874232903 ,8.0          ,14.0         ,MIA     ,208.0     ,5.0       ,0       ,MIN     ,          ,203482.0  ,21700272.0,Kelly Olynyk           ,19.5      ,14.52546650442844 ,21.505297619047617
3500.0        ,3700.0        ,3540.0        ,3500.0        ,80.0             ,6.85         ,4.61410879802 ,2.0          ,13.5         ,MIN     ,208.0     ,-5.0      ,1       ,MIA     ,          ,203498.0  ,21700272.0,Shabazz Muhammad       ,7.75      ,10.73874470295827 ,9.76875
3600.0        ,3800.0        ,3740.0        ,3700.0        ,48.9897948557    ,13.9         ,6.23016853705 ,5.0          ,24.5         ,MIN     ,208.0     ,-5.0      ,1       ,MIA     ,          ,2037.0    ,21700272.0,Jamal Crawford         ,14.25     ,13.78601027825762 ,13.731666666666666
6300.0        ,6700.0        ,6600.0        ,6500.0        ,89.4427191       ,26.4         ,8.09104443196 ,15.75        ,36.5         ,MIN     ,208.0     ,-5.0      ,1       ,MIA     ,          ,203952.0  ,21700272.0,Andrew Wiggins         ,35.75     ,30.97866034076973 ,25.833184523809525
4000.0        ,4500.0        ,4400.0        ,4300.0        ,70.7106781187    ,20.1875      ,2.94414142833 ,16.0         ,24.0         ,MIA     ,208.0     ,5.0       ,0       ,MIN     ,          ,204020.0  ,21700272.0,Tyler Johnson          ,22.0      ,18.363342039698587,25.773333333333333
3000.0        ,3000.0        ,3000.0        ,3000.0        ,0.0              ,2.0          ,0.0           ,2.0          ,2.0          ,MIA     ,208.0     ,5.0       ,0       ,MIN     ,          ,2617.0    ,21700272.0,Udonis Haslem          ,12.75     ,7.6945971660344945,14.279166666666665
3300.0        ,3400.0        ,3350.0        ,3300.0        ,50.0             ,12.9375      ,0.569402098697,12.0         ,13.5         ,OKC     ,203.0     ,-8.0      ,1       ,DET     ,          ,101109.0  ,21700273.0,Raymond Felton         ,13.5      ,9.157470309729788 ,14.765
3800.0        ,4400.0        ,4175.0        ,3700.0        ,286.138078556    ,13.4375      ,5.7210548634  ,7.75         ,22.0         ,DET     ,203.0     ,8.0       ,0       ,OKC     ,          ,1626169.0 ,21700273.0,Stanley Johnson        ,19.75     ,11.82262122301951 ,15.854583333333332
3400.0        ,3400.0        ,3400.0        ,3400.0        ,0.0              ,4.9375       ,3.6115050533  ,1.25         ,10.25        ,OKC     ,203.0     ,-8.0      ,1       ,DET     ,          ,1626177.0 ,21700273.0,Dakari Johnson         ,6.75      ,8.467674132486314 ,10.457083333333333
3000.0        ,3000.0        ,3000.0        ,3000.0        ,0.0              ,13.0         ,0.0           ,13.0         ,13.0         ,DET     ,203.0     ,8.0       ,0       ,OKC     ,          ,1627740.0 ,21700273.0,Henry Ellenson         ,14.25     ,8.880428520878208 ,18.2
3300.0        ,3300.0        ,3240.0        ,3000.0        ,120.0            ,16.0         ,7.87083223046 ,4.25         ,26.75        ,DET     ,203.0     ,8.0       ,0       ,OKC     ,          ,1628379.0 ,21700273.0,Luke Kennard           ,12.75     ,10.317752873141474,16.02922619047619
3000.0        ,3000.0        ,3000.0        ,3000.0        ,0.0              ,1.25         ,1.25          ,0.0          ,2.5          ,OKC     ,203.0     ,-8.0      ,1       ,DET     ,          ,1628390.0 ,21700273.0,Terrance Ferguson      ,2.0       ,7.574974351797561 ,0.746875
3500.0        ,3700.0        ,3540.0        ,3400.0        ,135.646599663    ,15.2         ,6.06300255649 ,8.25         ,23.75        ,DET     ,203.0     ,8.0       ,0       ,OKC     ,          ,201229.0  ,21700273.0,Anthony Tolliver       ,15.25     ,11.157735728510366,16.425416666666667
10600.0       ,11000.0       ,10650.0       ,10300.0       ,269.258240357    ,50.25        ,11.833480046  ,38.75        ,70.0         ,OKC     ,203.0     ,-8.0      ,1       ,DET     ,          ,201566.0  ,21700273.0,Russell Westbrook      ,54.25     ,53.92710387513395 ,51.5764880952381
8500.0        ,8700.0        ,8350.0        ,7900.0        ,295.803989155    ,43.0625      ,15.0076803254 ,19.75        ,60.5         ,OKC     ,203.0     ,-8.0      ,1       ,DET     ,          ,202331.0  ,21700273.0,Paul George            ,49.0      ,45.31544471337606 ,38.894285714285715
3100.0        ,3100.0        ,3100.0        ,3100.0        ,0.0              ,8.0          ,5.01560066193 ,-0.5         ,12.5         ,OKC     ,203.0     ,-8.0      ,1       ,DET     ,          ,202335.0  ,21700273.0,Patrick Patterson      ,8.25      ,8.503424362298613 ,10.544791666666665
6100.0        ,6400.0        ,6020.0        ,5700.0        ,231.516738056    ,28.75        ,8.87693640847 ,15.5         ,40.5         ,DET     ,203.0     ,8.0       ,0       ,OKC     ,          ,202340.0  ,21700273.0,Avery Bradley          ,25.25     ,27.170854267979415,25.11041666666667
3700.0        ,3800.0        ,3700.0        ,3600.0        ,89.4427191       ,17.0         ,6.220932406   ,8.0          ,26.5         ,DET     ,203.0     ,8.0       ,0       ,OKC     ,          ,202397.0  ,21700273.0,Ish Smith              ,13.25     ,13.24689030576401 ,17.585238095238093
6500.0        ,6700.0        ,6420.0        ,6200.0        ,172.046505341    ,28.95        ,6.98999284692 ,20.25        ,37.75        ,DET     ,203.0     ,8.0       ,0       ,OKC     ,          ,202699.0  ,21700273.0,Tobias Harris          ,37.0      ,28.7030050841859  ,33.16580357142857
6000.0        ,6200.0        ,6120.0        ,6000.0        ,74.8331477355    ,22.7         ,7.33382574104 ,9.25         ,29.0         ,DET     ,203.0     ,8.0       ,0       ,OKC     ,          ,202704.0  ,21700273.0,Reggie Jackson         ,26.5      ,26.95111887281189 ,26.732083333333332
8800.0        ,9000.0        ,8860.0        ,8700.0        ,101.980390272    ,38.75        ,9.83742852579 ,21.5         ,50.5         ,DET     ,203.0     ,8.0       ,0       ,OKC     ,          ,203083.0  ,21700273.0,Andre Drummond         ,38.5      ,42.37490138380996 ,41.570277777777775
3300.0        ,3300.0        ,3275.0        ,3200.0        ,43.3012701892    ,13.0         ,3.58381779671 ,8.0          ,17.75        ,OKC     ,203.0     ,-8.0      ,1       ,DET     ,          ,203460.0  ,21700273.0,Andre Roberson         ,16.0      ,9.445831712634465 ,15.129166666666666
